CatchId,Stage,Number of Cells,SurfaceArea (m2),BedArea (m2),Volume (m3),SLOPE,LENGTHKM,AREASQKM,Roughness,TopWidth (m),WettedPerimeter (m),WetArea (m2),HydraulicRadius (m),Discharge (m3s-1)
3360320,1.2192,1941,4852500.0,4852568.80522,3695759.06127,0.0,7.584,2.3724,0.05,639.833860759,639.842933177,487.310002804,0.761608791058,0.0
3360320,1.524,2048,5120000.0,5120100.32117,5220193.55438,0.0,7.584,2.3724,0.05,675.105485232,675.118713235,688.316660651,1.01954907657,0.0
3360320,1.8288,2071,5177500.0,5177612.62536,6791102.99711,0.0,7.584,2.3724,0.05,682.687236287,682.702086677,895.451344556,1.31162825196,0.0
3360320,2.1336,2078,5195000.0,5195122.14959,8372087.99576,0.0,7.584,2.3724,0.05,684.994725738,685.01083196,1103.9145564,1.61152861371,0.0
3360320,2.4384,2080,5200000.0,5200127.92349,9955698.49595,0.0,7.584,2.3724,0.05,685.654008439,685.670875987,1312.7239578,1.91451030483,0.0
3360320,2.7432,2096,5240000.0,5240166.924,11546365.7538,0.0,7.584,2.3724,0.05,690.928270042,690.950280063,1522.46383884,2.20343472283,0.0
3360320,3.048,2125,5312500.0,5312740.67462,13152120.2538,0.0,7.584,2.3724,0.05,700.487869198,700.51960372,1734.19307144,2.47558107187,0.0
3360320,3.3528,2314,5785000.0,5785497.68507,14822865.7721,0.0,7.584,2.3724,0.05,762.790084388,762.85570742,1954.49179484,2.56207271681,0.0
3360320,3.6576,2960,7400000.0,7401070.10841,16768650.2787,0.0,7.584,2.3724,0.05,975.738396624,975.879497417,2211.05620764,2.26570617939,0.0
3360320,3.9624,4784,11960000.0,11961994.9737,19629769.3414,0.0,7.584,2.3724,0.05,1577.00421941,1577.26726974,2588.31346801,1.64101133502,0.0
3360320,4.2672,6608,16520000.0,16522964.1315,23976918.9077,0.0,7.584,2.3724,0.05,2178.27004219,2178.66088232,3161.51356906,1.45112697194,0.0
3360320,4.572,8404,21010000.0,21013961.7339,29751972.7608,0.0,7.584,2.3724,0.05,2770.30590717,2770.82828769,3922.99218892,1.41581930802,0.0
3360320,4.8768,9411,23527500.0,23532211.0978,36596124.2566,0.0,7.584,2.3724,0.05,3102.25474684,3102.87593589,4825.43832497,1.5551502621,0.0
3360320,5.1816,9853,24632500.0,24637539.165,43953041.4477,0.0,7.584,2.3724,0.05,3247.95622363,3248.62067049,5795.49597148,1.78398666983,0.0
3360320,5.4864,10080,25200000.0,25205155.285,51559621.7369,0.0,7.584,2.3724,0.05,3322.78481013,3323.46456817,6798.47333029,2.04559825774,0.0
3360320,5.7912,10169,25422500.0,25427689.5016,59278571.1518,0.0,7.584,2.3724,0.05,3352.1228903,3352.80716003,7816.26729323,2.33126061839,0.0
3360320,6.096,10205,25512500.0,25517711.2678,67042119.1116,0.0,7.584,2.3724,0.05,3363.9899789,3364.67711864,8839.94186599,2.62727790938,0.0
3360320,6.4008,10208,25520000.0,25525213.8957,74819762.6088,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,9865.47502753,2.9312100151,0.0
3360320,6.7056,10208,25520000.0,25525213.8957,82598258.6088,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,10891.1205972,3.23594775527,0.0
3360320,7.0104,10208,25520000.0,25525213.8957,90376754.6088,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,11916.7661668,3.54068549545,0.0
3360320,7.3152,10208,25520000.0,25525213.8957,98155250.6088,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,12942.4117364,3.84542323562,0.0
3360320,7.62,10208,25520000.0,25525213.8957,105933746.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,13968.057306,4.15016097579,0.0
3360320,7.9248,10208,25520000.0,25525213.8957,113712242.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,14993.7028756,4.45489871596,0.0
3360320,8.2296,10208,25520000.0,25525213.8957,121490738.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,16019.3484453,4.75963645613,0.0
3360320,8.5344,10208,25520000.0,25525213.8957,129269234.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,17044.9940149,5.06437419631,0.0
3360320,8.8392,10208,25520000.0,25525213.8957,137047730.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,18070.6395845,5.36911193648,0.0
3360320,9.144,10208,25520000.0,25525213.8957,144826226.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,19096.2851541,5.67384967665,0.0
3360320,9.4488,10208,25520000.0,25525213.8957,152604722.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,20121.9307237,5.97858741682,0.0
3360320,9.7536,10208,25520000.0,25525213.8957,160383218.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,21147.5762934,6.283325157,0.0
3360320,10.0584,10208,25520000.0,25525213.8957,168161714.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,22173.221863,6.58806289717,0.0
3360320,10.3632,10208,25520000.0,25525213.8957,175940210.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,23198.8674326,6.89280063734,0.0
3360320,10.668,10208,25520000.0,25525213.8957,183718706.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,24224.5130022,7.19753837751,0.0
3360320,10.9728,10208,25520000.0,25525213.8957,191497202.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,25250.1585718,7.50227611768,0.0
3360320,11.2776,10208,25520000.0,25525213.8957,199275698.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,26275.8041415,7.80701385786,0.0
3360320,11.5824,10208,25520000.0,25525213.8957,207054194.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,27301.4497111,8.11175159803,0.0
3360320,11.8872,10208,25520000.0,25525213.8957,214832690.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,28327.0952807,8.4164893382,0.0
3360320,12.192,10208,25520000.0,25525213.8957,222611186.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,29352.7408503,8.72122707837,0.0
3360320,12.4968,10208,25520000.0,25525213.8957,230389682.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,30378.3864199,9.02596481855,0.0
3360320,12.8016,10208,25520000.0,25525213.8957,238168178.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,31404.0319896,9.33070255872,0.0
3360320,13.1064,10208,25520000.0,25525213.8957,245946674.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,32429.6775592,9.63544029889,0.0
3360320,13.4112,10208,25520000.0,25525213.8957,253725170.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,33455.3231288,9.94017803906,0.0
3360320,13.716,10208,25520000.0,25525213.8957,261503666.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,34480.9686984,10.2449157792,0.0
3360320,14.0208,10208,25520000.0,25525213.8957,269282162.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,35506.614268,10.5496535194,0.0
3360320,14.3256,10208,25520000.0,25525213.8957,277060658.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,36532.2598377,10.8543912596,0.0
3360320,14.6304,10208,25520000.0,25525213.8957,284839154.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,37557.9054073,11.1591289998,0.0
3360320,14.9352,10208,25520000.0,25525213.8957,292617650.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,38583.5509769,11.4638667399,0.0
3360320,15.24,10208,25520000.0,25525213.8957,300396146.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,39609.1965465,11.7686044801,0.0
3360320,15.5448,10208,25520000.0,25525213.8957,308174642.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,40634.8421161,12.0733422203,0.0
3360320,15.8496,10208,25520000.0,25525213.8957,315953138.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,41660.4876858,12.3780799604,0.0
3360320,16.1544,10208,25520000.0,25525213.8957,323731634.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,42686.1332554,12.6828177006,0.0
3360320,16.4592,10208,25520000.0,25525213.8957,331510130.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,43711.778825,12.9875554408,0.0
3360320,16.764,10208,25520000.0,25525213.8957,339288626.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,44737.4243946,13.292293181,0.0
3360320,17.0688,10208,25520000.0,25525213.8957,347067122.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,45763.0699642,13.5970309211,0.0
3360320,17.3736,10208,25520000.0,25525213.8957,354845618.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,46788.7155339,13.9017686613,0.0
3360320,17.6784,10208,25520000.0,25525213.8957,362624114.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,47814.3611035,14.2065064015,0.0
3360320,17.9832,10208,25520000.0,25525213.8957,370402610.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,48840.0066731,14.5112441416,0.0
3360320,18.288,10208,25520000.0,25525213.8957,378181106.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,49865.6522427,14.8159818818,0.0
3360320,18.5928,10208,25520000.0,25525213.8957,385959602.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,50891.2978123,15.120719622,0.0
3360320,18.8976,10208,25520000.0,25525213.8957,393738098.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,51916.943382,15.4254573622,0.0
3360320,19.2024,10208,25520000.0,25525213.8957,401516594.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,52942.5889516,15.7301951023,0.0
3360320,19.5072,10208,25520000.0,25525213.8957,409295090.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,53968.2345212,16.0349328425,0.0
3360320,19.812,10208,25520000.0,25525213.8957,417073586.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,54993.8800908,16.3396705827,0.0
3360320,20.1168,10208,25520000.0,25525213.8957,424852082.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,56019.5256604,16.6444083229,0.0
3360320,20.4216,10208,25520000.0,25525213.8957,432630578.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,57045.1712301,16.949146063,0.0
3360320,20.7264,10208,25520000.0,25525213.8957,440409074.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,58070.8167997,17.2538838032,0.0
3360320,21.0312,10208,25520000.0,25525213.8957,448187570.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,59096.4623693,17.5586215434,0.0
3360320,21.336,10208,25520000.0,25525213.8957,455966066.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,60122.1079389,17.8633592835,0.0
3360320,21.6408,10208,25520000.0,25525213.8957,463744562.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,61147.7535085,18.1680970237,0.0
3360320,21.9456,10208,25520000.0,25525213.8957,471523058.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,62173.3990782,18.4728347639,0.0
3360320,22.2504,10208,25520000.0,25525213.8957,479301554.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,63199.0446478,18.7775725041,0.0
3360320,22.5552,10208,25520000.0,25525213.8957,487080050.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,64224.6902174,19.0823102442,0.0
3360320,22.86,10208,25520000.0,25525213.8957,494858546.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,65250.335787,19.3870479844,0.0
3360320,23.1648,10208,25520000.0,25525213.8957,502637042.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,66275.9813566,19.6917857246,0.0
3360320,23.4696,10208,25520000.0,25525213.8957,510415538.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,67301.6269263,19.9965234647,0.0
3360320,23.7744,10208,25520000.0,25525213.8957,518194034.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,68327.2724959,20.3012612049,0.0
3360320,24.0792,10208,25520000.0,25525213.8957,525972530.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,69352.9180655,20.6059989451,0.0
3360320,24.384,10208,25520000.0,25525213.8957,533751026.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,70378.5636351,20.9107366853,0.0
3360320,24.6888,10208,25520000.0,25525213.8957,541529522.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,71404.2092047,21.2154744254,0.0
3360320,24.9936,10208,25520000.0,25525213.8957,549308018.609,0.0,7.584,2.3724,0.05,3364.97890295,3365.66638921,72429.8547744,21.5202121656,0.0
